date,count
2022-08-24,13076646
2022-08-25,13113140
2022-08-26,13150349
2022-08-27,13188221
2022-08-28,13224517
2022-08-29,13260496
2022-08-30,13294676
2022-08-31,13328829
2022-09-01,13358821
2022-09-02,13387197
2022-09-03,13423487
2022-09-04,13458403
2022-09-05,13489075
2022-09-06,13520423
2022-09-07,13549430
2022-09-08,13577865
2022-09-09,13604710
2022-09-10,13638402
2022-09-11,13673059
2022-09-12,13703340
2022-09-13,13732237
2022-09-14,13761258
2022-09-15,13792643
2022-09-16,13822000
2022-09-17,13857096
2022-09-18,13894438
2022-09-19,13931919
2022-09-20,13964050
2022-09-21,13994711
2022-09-22,14027774
2022-09-23,14066930
2022-09-24,14101138
2022-09-25,14137446
2022-09-26,14170226
2022-09-27,14202657
2022-09-28,14235873
2022-09-29,14269098
2022-09-30,14297083
2022-10-01,14333069
2022-10-02,14372179
2022-10-03,14404893
2022-10-04,14439574
2022-10-05,14474295
2022-10-06,14508023
2022-10-07,14541144
2022-10-08,14579495
2022-10-09,14615462
2022-10-10,14653980
2022-10-11,14687358
2022-10-12,14719076
2022-10-13,14750933
2022-10-14,14781016
2022-10-15,14815995
2022-10-16,14850785
2022-10-17,14882729
2022-10-18,14913962
2022-10-19,14943196
2022-10-20,14973555
2022-10-21,15001763
2022-10-22,15033267
2022-10-23,15064633
2022-10-24,15093906
